Wavenumber,Absorbance
2333.3135,0.0272
2335.1772,0.0272
2337.0408,0.0274
2338.9045,0.0275
2340.7682,0.0272
2342.6318,0.0270
2344.4955,0.0272
2346.3592,0.0274
2348.2228,0.0275
2350.0865,0.0275
2351.9502,0.0273
2353.8138,0.0274
2355.6775,0.0279
2357.5412,0.0282
2359.4049,0.0283
2361.2685,0.0281
2363.1322,0.0272
2364.9959,0.0269
2366.8595,0.0274
2368.7232,0.0276
2370.5869,0.0268
2372.4505,0.0265
2374.3142,0.0267
2376.1779,0.0267
2378.0415,0.0260
2379.9052,0.0254
2381.7689,0.0258
2383.6325,0.0265
2385.4962,0.0261
2387.3599,0.0258
2389.2236,0.0259
2391.0872,0.0256
2392.9509,0.0253
2394.8146,0.0253
2396.6782,0.0257
2398.5419,0.0262
2400.4056,0.0260
2402.2692,0.0257
2404.1329,0.0257
2405.9966,0.0258
2407.8602,0.0257
2409.7239,0.0259
2411.5876,0.0259
2413.4512,0.0258
2415.3149,0.0259
2417.1786,0.0256
2419.0423,0.0254
2420.9059,0.0253
2422.7696,0.0252
2424.6333,0.0252
2426.4969,0.0253
2428.3606,0.0254
2430.2243,0.0257
2432.0879,0.0258
2433.9516,0.0254
2435.8153,0.0249
2437.6789,0.0250
2439.5426,0.0252
2441.4063,0.0253
2443.2700,0.0255
2445.1336,0.0253
2446.9973,0.0249
2448.8610,0.0247
2450.7246,0.0250
2452.5883,0.0251
2454.4520,0.0251
2456.3156,0.0249
2458.1793,0.0253
2460.0430,0.0260
2461.9066,0.0260
2463.7703,0.0254
2465.6340,0.0249
2467.4976,0.0250
2469.3613,0.0252
2471.2250,0.0250
2473.0887,0.0249
2474.9523,0.0248
2476.8160,0.0245
2478.6797,0.0247
2480.5433,0.0253
2482.4070,0.0253
2484.2707,0.0247
2486.1343,0.0251
2487.9980,0.0253
2489.8617,0.0251
2491.7253,0.0249
2493.5890,0.0247
2495.4527,0.0251
2497.3164,0.0251
2499.1800,0.0249
2501.0437,0.0245
2502.9074,0.0245
2504.7710,0.0249
2506.6347,0.0253
2508.4984,0.0252
2510.3620,0.0252
2512.2257,0.0251
2514.0894,0.0244
2515.9530,0.0239
2517.8167,0.0242
2519.6804,0.0246
2521.5440,0.0243
2523.4077,0.0242
2525.2714,0.0247
2527.1351,0.0250
2528.9987,0.0251
2530.8624,0.0246
2532.7261,0.0244
2534.5897,0.0247
2536.4534,0.0245
2538.3171,0.0243
2540.1807,0.0246
2542.0444,0.0246
2543.9081,0.0243
2545.7717,0.0243
2547.6354,0.0243
2549.4991,0.0244
2551.3627,0.0247
2553.2264,0.0250
2555.0901,0.0251
2556.9538,0.0247
2558.8174,0.0243
2560.6811,0.0241
2562.5448,0.0242
2564.4084,0.0243
2566.2721,0.0243
2568.1358,0.0244
2569.9994,0.0244
2571.8631,0.0243
2573.7268,0.0244
2575.5904,0.0240
2577.4541,0.0242
2579.3178,0.0248
2581.1815,0.0246
2583.0451,0.0241
2584.9088,0.0240
2586.7725,0.0240
2588.6361,0.0245
2590.4998,0.0248
2592.3635,0.0246
2594.2271,0.0246
2596.0908,0.0244
2597.9545,0.0239
2599.8181,0.0241
2601.6818,0.0245
2603.5455,0.0243
2605.4091,0.0244
2607.2728,0.0246
2609.1365,0.0245
2611.0002,0.0243
2612.8638,0.0243
2614.7275,0.0245
2616.5912,0.0243
2618.4548,0.0242
2620.3185,0.0243
2622.1822,0.0244
2624.0458,0.0245
2625.9095,0.0241
2627.7732,0.0241
2629.6368,0.0246
2631.5005,0.0248
2633.3642,0.0245
2635.2279,0.0243
2637.0915,0.0243
2638.9552,0.0243
2640.8189,0.0244
2642.6825,0.0242
2644.5462,0.0241
2646.4099,0.0241
2648.2735,0.0241
2650.1372,0.0241
2652.0009,0.0243
2653.8645,0.0245
2655.7282,0.0245
2657.5919,0.0245
2659.4555,0.0244
2661.3192,0.0244
2663.1829,0.0245
2665.0466,0.0244
2666.9102,0.0244
2668.7739,0.0245
2670.6376,0.0242
2672.5012,0.0242
2674.3649,0.0241
2676.2286,0.0239
2678.0922,0.0240
2679.9559,0.0239
2681.8196,0.0238
2683.6832,0.0242
2685.5469,0.0242
2687.4106,0.0241
2689.2742,0.0242
2691.1379,0.0240
2693.0016,0.0239
2694.8653,0.0243
2696.7289,0.0243
2698.5926,0.0241
2700.4563,0.0239
2702.3199,0.0239
2704.1836,0.0241
2706.0473,0.0241
2707.9109,0.0242
2709.7746,0.0242
2711.6383,0.0239
2713.5019,0.0239
2715.3656,0.0239
2717.2293,0.0238
2719.0930,0.0238
2720.9566,0.0239
2722.8203,0.0239
2724.6840,0.0240
2726.5476,0.0240
2728.4113,0.0238
2730.2750,0.0237
2732.1386,0.0238
2734.0023,0.0238
2735.8660,0.0240
2737.7296,0.0241
2739.5933,0.0239
2741.4570,0.0240
2743.3206,0.0243
2745.1843,0.0240
2747.0480,0.0238
2748.9117,0.0237
2750.7753,0.0237
2752.6390,0.0237
2754.5027,0.0236
2756.3663,0.0235
2758.2300,0.0240
2760.0937,0.0240
2761.9573,0.0239
2763.8210,0.0240
2765.6847,0.0238
2767.5483,0.0237
2769.4120,0.0239
2771.2757,0.0239
2773.1394,0.0238
2775.0030,0.0237
2776.8667,0.0234
2778.7304,0.0233
2780.5940,0.0237
2782.4577,0.0239
2784.3214,0.0238
2786.1850,0.0239
2788.0487,0.0242
2789.9124,0.0243
2791.7760,0.0242
2793.6397,0.0240
2795.5034,0.0238
2797.3670,0.0239
2799.2307,0.0238
2801.0944,0.0234
2802.9581,0.0235
2804.8217,0.0238
2806.6854,0.0238
2808.5491,0.0237
2810.4127,0.0239
2812.2764,0.0240
2814.1401,0.0238
2816.0037,0.0239
2817.8674,0.0241
2819.7311,0.0242
2821.5947,0.0240
2823.4584,0.0238
2825.3221,0.0236
2827.1857,0.0234
2829.0494,0.0235
2830.9131,0.0237
2832.7768,0.0235
2834.6404,0.0233
2836.5041,0.0234
2838.3678,0.0236
2840.2314,0.0239
2842.0951,0.0239
2843.9588,0.0234
2845.8224,0.0229
2847.6861,0.0223
2849.5498,0.0217
2851.4134,0.0216
2853.2771,0.0218
2855.1408,0.0221
2857.0045,0.0226
2858.8681,0.0229
2860.7318,0.0228
2862.5955,0.0231
2864.4591,0.0236
2866.3228,0.0236
2868.1865,0.0232
2870.0501,0.0232
2871.9138,0.0232
2873.7775,0.0232
2875.6411,0.0232
2877.5048,0.0235
2879.3685,0.0234
2881.2321,0.0228
2883.0958,0.0231
2884.9595,0.0237
2886.8232,0.0235
2888.6868,0.0229
2890.5505,0.0227
2892.4142,0.0231
2894.2778,0.0233
2896.1415,0.0231
2898.0052,0.0231
2899.8688,0.0230
2901.7325,0.0227
2903.5962,0.0225
2905.4598,0.0225
2907.3235,0.0226
2909.1872,0.0225
2911.0509,0.0220
2912.9145,0.0215
2914.7782,0.0212
2916.6419,0.0213
2918.5055,0.0207
2920.3692,0.0198
2922.2329,0.0202
2924.0965,0.0209
2925.9602,0.0210
2927.8239,0.0213
2929.6875,0.0216
2931.5512,0.0216
2933.4149,0.0221
2935.2785,0.0222
2937.1422,0.0218
2939.0059,0.0220
2940.8696,0.0223
2942.7332,0.0226
2944.5969,0.0226
2946.4606,0.0226
2948.3242,0.0227
2950.1879,0.0229
2952.0516,0.0229
2953.9152,0.0227
2955.7789,0.0227
2957.6426,0.0225
2959.5062,0.0224
2961.3699,0.0228
2963.2336,0.0226
2965.0972,0.0226
2966.9609,0.0228
2968.8246,0.0228
2970.6883,0.0226
2972.5519,0.0225
2974.4156,0.0226
2976.2793,0.0227
2978.1429,0.0227
2980.0066,0.0228
2981.8703,0.0229
2983.7339,0.0229
2985.5976,0.0229
2987.4613,0.0231
2989.3249,0.0232
2991.1886,0.0229
2993.0523,0.0227
2994.9160,0.0227
2996.7796,0.0227
2998.6433,0.0227
3000.5070,0.0227
3002.3706,0.0229
3004.2343,0.0232
3006.0980,0.0232
3007.9616,0.0228
3009.8253,0.0226
3011.6890,0.0228
3013.5526,0.0230
3015.4163,0.0231
3017.2800,0.0230
3019.1436,0.0228
3021.0073,0.0228
3022.8710,0.0229
3024.7347,0.0230
3026.5983,0.0228
3028.4620,0.0231
3030.3257,0.0230
3032.1893,0.0227
3034.0530,0.0225
3035.9167,0.0222
3037.7803,0.0224
3039.6440,0.0229
3041.5077,0.0230
3043.3713,0.0231
3045.2350,0.0231
3047.0987,0.0232
3048.9624,0.0232
3050.8260,0.0228
3052.6897,0.0226
3054.5534,0.0227
3056.4170,0.0223
3058.2807,0.0221
3060.1444,0.0223
3062.0080,0.0227
3063.8717,0.0229
3065.7354,0.0228
3067.5990,0.0231
3069.4627,0.0234
3071.3264,0.0235
3073.1900,0.0232
3075.0537,0.0227
3076.9174,0.0226
3078.7811,0.0229
3080.6447,0.0230
3082.5084,0.0229
3084.3721,0.0228
3086.2357,0.0227
3088.0994,0.0224
3089.9631,0.0226
3091.8267,0.0229
3093.6904,0.0227
3095.5541,0.0224
3097.4177,0.0225
3099.2814,0.0229
3101.1451,0.0231
3103.0087,0.0226
3104.8724,0.0222
3106.7361,0.0223
3108.5998,0.0223
3110.4634,0.0226
3112.3271,0.0231
3114.1908,0.0232
3116.0544,0.0229
3117.9181,0.0226
3119.7818,0.0226
3121.6454,0.0229
3123.5091,0.0227
3125.3728,0.0225
3127.2364,0.0229
3129.1001,0.0232
3130.9638,0.0225
3132.8275,0.0223
3134.6911,0.0228
3136.5548,0.0224
3138.4185,0.0221
3140.2821,0.0226
3142.1458,0.0231
3144.0095,0.0230
3145.8731,0.0230
3147.7368,0.0232
3149.6005,0.0230
3151.4641,0.0226
3153.3278,0.0222
3155.1915,0.0227
3157.0551,0.0231
3158.9188,0.0226
3160.7825,0.0226
3162.6462,0.0230
3164.5098,0.0229
3166.3735,0.0227
3168.2372,0.0223
3170.1008,0.0222
3171.9645,0.0223
3173.8282,0.0227
3175.6918,0.0231
3177.5555,0.0232
3179.4192,0.0228
3181.2828,0.0227
3183.1465,0.0227
3185.0102,0.0227
3186.8739,0.0228
3188.7375,0.0232
3190.6012,0.0234
3192.4649,0.0232
3194.3285,0.0226
3196.1922,0.0225
3198.0559,0.0232
3199.9195,0.0234
3201.7832,0.0231
3203.6469,0.0233
3205.5105,0.0233
3207.3742,0.0235
3209.2379,0.0234
3211.1015,0.0227
3212.9652,0.0227
3214.8289,0.0230
3216.6926,0.0234
3218.5562,0.0233
3220.4199,0.0227
3222.2836,0.0226
3224.1472,0.0229
3226.0109,0.0232
3227.8746,0.0232
3229.7382,0.0231
3231.6019,0.0228
3233.4656,0.0225
3235.3292,0.0222
3237.1929,0.0225
3239.0566,0.0230
3240.9202,0.0232
3242.7839,0.0228
3244.6476,0.0227
3246.5113,0.0227
3248.3749,0.0224
3250.2386,0.0225
3252.1023,0.0226
3253.9659,0.0229
3255.8296,0.0233
3257.6933,0.0228
3259.5569,0.0228
3261.4206,0.0231
3263.2843,0.0229
3265.1479,0.0229
3267.0116,0.0228
3268.8753,0.0226
3270.7390,0.0229
3272.6026,0.0233
3274.4663,0.0228
3276.3300,0.0229
3278.1936,0.0232
3280.0573,0.0230
3281.9210,0.0228
3283.7846,0.0224
3285.6483,0.0224
3287.5120,0.0229
3289.3756,0.0233
3291.2393,0.0235
3293.1030,0.0233
3294.9666,0.0227
3296.8303,0.0221
3298.6940,0.0222
3300.5577,0.0230
3302.4213,0.0234
3304.2850,0.0228
3306.1487,0.0222
3308.0123,0.0219
3309.8760,0.0219
3311.7397,0.0219
3313.6033,0.0219
3315.4670,0.0223
3317.3307,0.0227
3319.1943,0.0230
3321.0580,0.0233
3322.9217,0.0230
3324.7854,0.0226
3326.6490,0.0227
3328.5127,0.0221
3330.3764,0.0219
3332.2400,0.0223
3334.1037,0.0223
3335.9674,0.0223
3337.8310,0.0225
3339.6947,0.0228
3341.5584,0.0231
3343.4220,0.0229
3345.2857,0.0227
3347.1494,0.0228
3349.0130,0.0227
3350.8767,0.0223
3352.7404,0.0220
3354.6041,0.0220
3356.4677,0.0221
3358.3314,0.0222
3360.1951,0.0223
3362.0587,0.0225
3363.9224,0.0227
3365.7861,0.0224
3367.6497,0.0227
3369.5134,0.0234
3371.3771,0.0233
3373.2407,0.0232
3375.1044,0.0230
3376.9681,0.0225
3378.8317,0.0229
3380.6954,0.0231
3382.5591,0.0221
3384.4228,0.0223
3386.2864,0.0232
3388.1501,0.0230
3390.0138,0.0230
3391.8774,0.0235
3393.7411,0.0234
3395.6048,0.0230
3397.4684,0.0229
3399.3321,0.0226
3401.1958,0.0225
3403.0594,0.0226
3404.9231,0.0225
3406.7868,0.0227
3408.6505,0.0229
3410.5141,0.0223
3412.3778,0.0216
3414.2415,0.0213
3416.1051,0.0217
3417.9688,0.0225
3419.8325,0.0222
3421.6961,0.0209
3423.5598,0.0203
3425.4235,0.0211
3427.2871,0.0210
3429.1508,0.0203
3431.0145,0.0208
3432.8781,0.0210
3434.7418,0.0203
3436.6055,0.0197
3438.4692,0.0198
3440.3328,0.0201
3442.1965,0.0200
3444.0602,0.0206
3445.9238,0.0209
3447.7875,0.0201
3449.6512,0.0206
3451.5148,0.0213
3453.3785,0.0205
3455.2422,0.0202
3457.1058,0.0203
3458.9695,0.0201
3460.8332,0.0200
3462.6969,0.0204
3464.5605,0.0207
3466.4242,0.0211
3468.2879,0.0215
3470.1515,0.0208
3472.0152,0.0200
3473.8789,0.0200
3475.7425,0.0199
3477.6062,0.0203
3479.4699,0.0206
3481.3335,0.0197
3483.1972,0.0204
3485.0609,0.0213
3486.9245,0.0202
3488.7882,0.0197
3490.6519,0.0196
3492.5156,0.0195
3494.3792,0.0204
3496.2429,0.0207
3498.1066,0.0203
3499.9702,0.0206
3501.8339,0.0208
3503.6976,0.0211
3505.5612,0.0212
3507.4249,0.0207
3509.2886,0.0209
3511.1522,0.0205
3513.0159,0.0198
3514.8796,0.0203
3516.7432,0.0203
3518.6069,0.0200
3520.4706,0.0206
3522.3343,0.0209
3524.1979,0.0211
3526.0616,0.0211
3527.9253,0.0212
3529.7889,0.0205
3531.6526,0.0198
3533.5163,0.0202
3535.3799,0.0209
3537.2436,0.0212
3539.1073,0.0205
3540.9709,0.0201
3542.8346,0.0208
3544.6983,0.0203
3546.5620,0.0198
3548.4256,0.0205
3550.2893,0.0203
3552.1530,0.0202
3554.0166,0.0199
3555.8803,0.0189
3557.7440,0.0185
3559.6076,0.0186
3561.4713,0.0184
3563.3350,0.0176
3565.1986,0.0178
3567.0623,0.0185
3568.9260,0.0180
3570.7896,0.0179
3572.6533,0.0187
3574.5170,0.0182
3576.3807,0.0172
3578.2443,0.0165
3580.1080,0.0170
3581.9717,0.0179
3583.8353,0.0180
3585.6990,0.0178
3587.5627,0.0174
3589.4263,0.0169
3591.2900,0.0163
3593.1537,0.0161
3595.0173,0.0167
3596.8810,0.0172
3598.7447,0.0171
3600.6084,0.0170
3602.4720,0.0169
3604.3357,0.0171
3606.1994,0.0173
3608.0630,0.0171
3609.9267,0.0172
3611.7904,0.0175
3613.6540,0.0174
3615.5177,0.0167
3617.3814,0.0171
3619.2450,0.0178
3621.1087,0.0174
3622.9724,0.0174
3624.8360,0.0172
3626.6997,0.0172
3628.5634,0.0171
3630.4271,0.0167
3632.2907,0.0168
3634.1544,0.0170
3636.0181,0.0162
3637.8817,0.0163
3639.7454,0.0168
3641.6091,0.0168
3643.4727,0.0169
3645.3364,0.0168
3647.2001,0.0168
3649.0637,0.0168
3650.9274,0.0167
3652.7911,0.0173
3654.6547,0.0174
3656.5184,0.0171
3658.3821,0.0164
3660.2458,0.0161
3662.1094,0.0163
3663.9731,0.0167
3665.8368,0.0167
3667.7004,0.0164
3669.5641,0.0170
3671.4278,0.0171
3673.2914,0.0169
3675.1551,0.0169
3677.0188,0.0167
3678.8824,0.0166
3680.7461,0.0171
3682.6098,0.0168
3684.4735,0.0169
3686.3371,0.0170
3688.2008,0.0170
3690.0645,0.0166
3691.9281,0.0164
3693.7918,0.0170
3695.6555,0.0171
3697.5191,0.0172
3699.3828,0.0171
3701.2465,0.0170
3703.1101,0.0165
3704.9738,0.0164
3706.8375,0.0165
3708.7011,0.0165
3710.5648,0.0165
3712.4285,0.0165
3714.2922,0.0166
3716.1558,0.0171
3718.0195,0.0175
3719.8832,0.0172
3721.7468,0.0170
3723.6105,0.0169
3725.4742,0.0167
3727.3378,0.0170
3729.2015,0.0168
3731.0652,0.0166
3732.9288,0.0173
3734.7925,0.0176
3736.6562,0.0174
3738.5199,0.0168
3740.3835,0.0166
3742.2472,0.0170
3744.1109,0.0171
3745.9745,0.0170
3747.8382,0.0167
3749.7019,0.0173
3751.5655,0.0167
3753.4292,0.0165
3755.2929,0.0168
3757.1565,0.0167
3759.0202,0.0166
3760.8839,0.0166
3762.7475,0.0169
3764.6112,0.0172
3766.4749,0.0168
3768.3386,0.0162
3770.2022,0.0163
3772.0659,0.0164
3773.9296,0.0163
3775.7932,0.0161
3777.6569,0.0158
3779.5206,0.0160
3781.3842,0.0159
3783.2479,0.0161
3785.1116,0.0163
3786.9752,0.0166
3788.8389,0.0168
3790.7026,0.0167
3792.5662,0.0166
3794.4299,0.0169
3796.2936,0.0171
3798.1573,0.0172
3800.0209,0.0169
3801.8846,0.0165
3803.7483,0.0163
3805.6119,0.0168
3807.4756,0.0166
3809.3393,0.0157
3811.2029,0.0159
3813.0666,0.0166
3814.9303,0.0167
3816.7939,0.0167
3818.6576,0.0166
3820.5213,0.0167
3822.3850,0.0165
3824.2486,0.0163
3826.1123,0.0167
3827.9760,0.0168
3829.8396,0.0168
3831.7033,0.0167
3833.5670,0.0164
3835.4306,0.0169
3837.2943,0.0169
3839.1580,0.0164
3841.0216,0.0166
3842.8853,0.0173
3844.7490,0.0168
3846.6126,0.0162
3848.4763,0.0168
3850.3400,0.0169
3852.2037,0.0166
3854.0673,0.0169
3855.9310,0.0171
3857.7947,0.0172
3859.6583,0.0169
3861.5220,0.0163
3863.3857,0.0165
3865.2493,0.0166
3867.1130,0.0165
3868.9767,0.0169
3870.8403,0.0166
3872.7040,0.0161
3874.5677,0.0170
3876.4314,0.0167
3878.2950,0.0167
3880.1587,0.0162
3882.0224,0.0158
3883.8860,0.0169
3885.7497,0.0170
3887.6134,0.0163
3889.4770,0.0168
3891.3407,0.0170
3893.2044,0.0165
3895.0680,0.0167
3896.9317,0.0164
3898.7954,0.0159
3900.6590,0.0164
3902.5227,0.0167
3904.3864,0.0161
3906.2501,0.0156
3908.1137,0.0158
3909.9774,0.0160
3911.8411,0.0160
3913.7047,0.0162
3915.5684,0.0160
3917.4321,0.0162
3919.2957,0.0165
3921.1594,0.0167
3923.0231,0.0167
3924.8867,0.0163
3926.7504,0.0157
3928.6141,0.0157
3930.4777,0.0162
3932.3414,0.0159
3934.2051,0.0157
3936.0688,0.0161
3937.9324,0.0160
3939.7961,0.0153
3941.6598,0.0158
3943.5234,0.0159
3945.3871,0.0156
3947.2508,0.0158
3949.1144,0.0158
3950.9781,0.0154
3952.8418,0.0157
3954.7054,0.0162
3956.5691,0.0162
3958.4328,0.0157
3960.2965,0.0159
3962.1601,0.0162
3964.0238,0.0156
3965.8875,0.0154
3967.7511,0.0159
3969.6148,0.0159
3971.4785,0.0158
3973.3421,0.0159
3975.2058,0.0159
3977.0695,0.0157
3978.9331,0.0156
3980.7968,0.0154
3982.6605,0.0156
3984.5241,0.0160
3986.3878,0.0162
3988.2515,0.0160
3990.1152,0.0157
3991.9788,0.0157
3993.8425,0.0160
3995.7062,0.0162
3997.5698,0.0163
3999.4335,0.0163